VFD-MS300|1.05|  9.00A|460V| 5  HP|32|15|50|70|83|74|69|75|93|76|29|92|53|42|0|99|83|
Check    |Pr. No   |MODBUS   |Description     |Unit     |Data     |Default  |Min      |Max      |Attribute|Address  |Dot      |Attribute|
X        |06-41    |0629H    |MO Status REC.   |####     |0000H    |0000H    |0000H    |FFFFH    |Read-Only|0629     |0        |72       |
X        |06-42    |062AH    |INV Status REC.  |####     |4103H    |0000H    |0000H    |FFFFH    |Read-Only|062A     |0        |72       |
X        |06-43    |062BH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|062B     |0        |32776    |
X        |06-44    |062CH    |STO Latch Func.  |####     |0        |0        |0        |1        |Writable |062C     |0        |8210     |
X        |06-45    |062DH    |Output Phase Los |####     |3        |3        |0        |3        |Writable |062D     |0        |8210     |
X        |06-46    |062EH    |OPL Detection T  |sec      |0.500    |0.500    |0.000    |65.535   |Writable |062E     |3        |786      |
X        |06-47    |062FH    |OPL Curren Band  |%        |1.00     |1.00     |0.00     |100.00   |Writable |062F     |2        |530      |
X        |06-48    |0630H    |DCI Time for OPL |sec      |0.000    |0.000    |0.000    |65.535   |Writable |0630     |3        |786      |
X        |06-49    |0631H    |LvX Auto Reset   |####     |0        |0        |0        |1        |Writable |0631     |0        |8210     |
X        |06-50    |0632H    |Reserved         |####     |20       |20       |0        |60000    |Read-Only|0632     |0        |32776    |
X        |06-51    |0633H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0633     |0        |32776    |
X        |06-52    |0634H    |Reserved         |####     |600      |600      |0        |3200     |Read-Only|0634     |0        |32776    |
X        |06-53    |0635H    |PHL Treatment    |####     |0        |0        |0        |1        |Writable |0635     |0        |8210     |
X        |06-54    |0636H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0636     |0        |32776    |
X        |06-55    |0637H    |Derating Method  |####     |0        |0        |0        |2        |Writable |0637     |0        |8210     |
X        |06-56    |0638H    |PT DET LEVEL1    |####     |5.000    |5.000    |0.000    |10.000   |Writable |0638     |3        |786      |
X        |06-57    |0639H    |PT DET LEVEL2    |####     |7.000    |7.000    |0.000    |10.000   |Writable |0639     |3        |786      |
X        |06-58    |063AH    |PT DROP FREQ     |####     |0.00     |0.00     |0.00     |599.00   |Writable |063A     |2        |530      |
X        |06-59    |063BH    |PT TREAT DLEAY   |####     |60       |60       |0        |6000     |Writable |063B     |0        |18       |
X        |06-60    |063CH    |GFF Detect Level |%        |60.0     |60.0     |0.0      |6553.5   |Writable |063C     |1        |274      |
X        |06-61    |063DH    |GFF LPF Gain     |sec      |0.10     |0.10     |0.00     |655.35   |Writable |063D     |2        |530      |
X        |06-62    |063EH    |Reserved         |####     |400      |400      |0        |2000     |Read-Only|063E     |0        |32776    |
X        |06-63    |063FH    |Error REC 1 Day  |day      |12       |0        |0        |65535    |Read-Only|063F     |0        |8        |
X        |06-64    |0640H    |Error REC 1 Min  |min      |711      |0        |0        |65535    |Read-Only|0640     |0        |8        |
X        |06-65    |0641H    |Error REC 2 Day  |day      |0        |0        |0        |65535    |Read-Only|0641     |0        |8        |
X        |06-66    |0642H    |Error REC 2 Min  |min      |0        |0        |0        |65535    |Read-Only|0642     |0        |8        |
X        |06-67    |0643H    |Error REC 3 Day  |day      |0        |0        |0        |65535    |Read-Only|0643     |0        |8        |
X        |06-68    |0644H    |Error REC 3 Min  |min      |0        |0        |0        |65535    |Read-Only|0644     |0        |8        |
X        |06-69    |0645H    |Error REC 4 Day  |day      |0        |0        |0        |65535    |Read-Only|0645     |0        |8        |
X        |06-70    |0646H    |Error REC 4 Min  |min      |0        |0        |0        |65535    |Read-Only|0646     |0        |8        |
X        |06-71    |0647H    |Under AMP Level  |%        |0.0      |0.0      |0.0      |100.0    |Writable |0647     |1        |274      |
X        |06-72    |0648H    |Under AMP DET    |sec      |0.00     |0.00     |0.00     |360.00   |Writable |0648     |2        |530      |
X        |06-73    |0649H    |Under AMP TRET   |####     |0        |0        |0        |3        |Writable |0649     |0        |8210     |
X        |06-74    |064AH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|064A     |0        |32776    |
X        |06-75    |064BH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|064B     |0        |32776    |
X        |06-76    |064CH    |Reserved         |####     |400      |400      |0        |2000     |Read-Only|064C     |0        |32776    |
X        |06-77    |064DH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|064D     |0        |32776    |
X        |06-78    |064EH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|064E     |0        |8        |
X        |06-79    |064FH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|064F     |0        |8        |
X        |06-80    |0650H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0650     |0        |32776    |
X        |06-81    |0651H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0651     |0        |32776    |
X        |06-82    |0652H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0652     |0        |32776    |
X        |06-83    |0653H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0653     |0        |32776    |
X        |06-84    |0654H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0654     |0        |32776    |
X        |06-85    |0655H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0655     |0        |32776    |
X        |06-86    |0656H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0656     |0        |32776    |
X        |06-87    |0657H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0657     |0        |32776    |
X        |06-88    |0658H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0658     |0        |32776    |
X        |06-89    |0659H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0659     |0        |32776    |
X        |06-90    |065AH    |Error REC 5 Day  |day      |0        |0        |0        |65535    |Read-Only|065A     |0        |8        |
X        |06-91    |065BH    |Error REC 5 Min  |min      |0        |0        |0        |65535    |Read-Only|065B     |0        |8        |
X        |06-92    |065CH    |Error REC 6 Day  |day      |0        |0        |0        |65535    |Read-Only|065C     |0        |8        |
X        |06-93    |065DH    |Error REC 6 Min  |min      |0        |0        |0        |65535    |Read-Only|065D     |0        |8        |
X        |*****    |*****    |7 - SPECIAL      |*****    |*****    |*****    |*****    |*****    |*****    |*****    |*****    |         |
X        |07-00    |0700H    |SW Braking Level |Vdc      |740.0    |740.0    |700.0    |900.0    |Writable |0700     |1        |275      |
X        |07-01    |0701H    |DC Inject Level  |%        |0        |0        |0        |100      |Writable |0701     |0        |19       |
X        |07-02    |0702H    |DC Inject Start  |sec      |0.0      |0.0      |0.0      |60.0     |Writable |0702     |1        |275      |
X        |07-03    |0703H    |DC Inject Stop   |sec      |0.0      |0.0      |0.0      |60.0     |Writable |0703     |1        |275      |
X        |07-04    |0704H    |DC Inject StartF |Hz       |0.00     |0.00     |0.00     |599.00   |Writable |0704     |2        |1555     |
X        |07-05    |0705H    |Voltage INC Gain |####     |100      |100      |1        |200      |Writable |0705     |0        |19       |
X        |07-06    |0706H    |Momentary Power  |####     |0        |0        |0        |2        |Writable |0706     |0        |8210     |
X        |07-07    |0707H    |Power Loss Time  |sec      |2.0      |2.0      |0.0      |20.0     |Writable |0707     |1        |274      |
X        |07-08    |0708H    |Base Block Time  |sec      |0.5      |0.5      |0.1      |5.0      |Writable |0708     |1        |274      |
X        |07-09    |0709H    |SPD Search Curr  |%        |100      |100      |20       |200      |Writable |0709     |0        |18       |
X        |07-10    |070AH    |Fault Re-RUN Way |####     |0        |0        |0        |2        |Writable |070A     |0        |8210     |
X        |07-11    |070BH    |Auto Restart     |####     |0        |0        |0        |10       |Writable |070B     |0        |18       |
X        |07-12    |070CH    |Restart Method   |####     |0        |0        |0        |3        |Writable |070C     |0        |8210     |
X        |07-13    |070DH    |dEb Decel SEL    |####     |0        |0        |0        |2        |Writable |070D     |0        |8210     |
X        |07-14    |070EH    |Reserved         |####     |30       |30       |0        |250      |Read-Only|070E     |0        |32776    |
X        |07-15    |070FH    |Gear ACC Time    |sec      |0.00     |0.00     |0.00     |600.00   |Writable |070F     |2        |530      |
X        |07-16    |0710H    |Gear ACC FREQ    |Hz       |0.00     |0.00     |0.00     |599.00   |Writable |0710     |2        |1555     |
X        |07-17    |0711H    |Gear DEC Time    |sec      |0.00     |0.00     |0.00     |600.00   |Writable |0711     |2        |530      |
X        |07-18    |0712H    |Gear DEC FREQ    |Hz       |0.00     |0.00     |0.00     |599.00   |Writable |0712     |2        |1555     |
X        |07-19    |0713H    |Cooling Fan Way  |####     |3        |3        |0        |3        |Writable |0713     |0        |8210     |
X        |07-20    |0714H    |EF Stop Select   |####     |0        |0        |0        |6        |Writable |0714     |0        |8210     |
X        |07-21    |0715H    |PowerSave Enable |####     |0        |0        |0        |1        |Writable |0715     |0        |8210     |
X        |07-22    |0716H    |PowerSave Gain   |####     |100      |100      |10       |1000     |Writable |0716     |0        |18       |
X        |07-23    |0717H    |Auto Voltage REG |####     |0        |0        |0        |2        |Writable |0717     |0        |8210     |
X        |07-24    |0718H    |TQR COMP Filter  |sec      |0.050    |0.050    |0.001    |10.000   |Writable |0718     |3        |786      |
X        |07-25    |0719H    |Slip COMP Filter |sec      |0.100    |0.100    |0.001    |10.000   |Writable |0719     |3        |786      |
X        |07-26    |071AH    |TQR COMP Gain    |####     |1        |1        |0        |10       |Writable |071A     |0        |1043     |
X        |07-27    |071BH    |Slip COMP Gain   |####     |0.00     |0.00     |0.00     |10.00    |Writable |071B     |2        |530      |
X        |07-28    |071CH    |APP MACRO        |####     |0        |0        |0        |65535    |Writable |071C     |0        |18       |
X        |07-29    |071DH    |Slip Deviation L |%        |0.0      |0.0      |0.0      |100.0    |Writable |071D     |1        |274      |
X        |07-30    |071EH    |Slip Deviation T |sec      |1.0      |1.0      |0.0      |10.0     |Writable |071E     |1        |274      |
X        |07-31    |071FH    |Over Slip Way    |####     |0        |0        |0        |3        |Writable |071F     |0        |8210     |
X        |07-32    |0720H    |Hunting Gain     |####     |1000     |1000     |0        |10000    |Writable |0720     |0        |18       |
X        |07-33    |0721H    |Reset RestartCNT |sec      |60.0     |60.0     |0.0      |6000.0   |Writable |0721     |1        |274      |
X        |07-34    |0722H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0722     |0        |32776    |
X        |07-35    |0723H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0723     |0        |32776    |
X        |07-36    |0724H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0724     |0        |32776    |
X        |07-37    |0725H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0725     |0        |32776    |
X        |07-38    |0726H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0726     |0        |32776    |
X        |07-39    |0727H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0727     |0        |32776    |
X        |07-40    |0728H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0728     |0        |32776    |
X        |07-41    |0729H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0729     |0        |32776    |
X        |07-42    |072AH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|072A     |0        |32776    |
X        |07-43    |072BH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|072B     |0        |32776    |
X        |07-44    |072CH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|072C     |0        |32776    |
X        |07-45    |072DH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|072D     |0        |32776    |
X        |07-46    |072EH    |OOB Sample Time  |####     |1.0      |1.0      |0.1      |120.0    |Writable |072E     |1        |272      |
X        |07-47    |072FH    |OOB Sample Cnt.  |####     |20       |20       |0        |32       |Writable |072F     |0        |16       |
X        |07-48    |0730H    |OOB Sample Angle |####     |360.0    |360.0    |0.0      |6553.5   |Read-Only|0730     |1        |2328     |
X        |07-49    |0731H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0731     |0        |32776    |
X        |07-50    |0732H    |Reserved         |%        |60       |60       |0        |100      |Writable |0732     |0        |18       |
X        |07-51    |0733H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0733     |0        |32776    |
X        |07-52    |0734H    |Reserved         |####     |2000     |2000     |0        |65535    |Read-Only|0734     |0        |32776    |
X        |07-53    |0735H    |Reserved         |####     |100      |100      |0        |65535    |Read-Only|0735     |0        |32776    |
X        |07-54    |0736H    |AUTO ACC/DEC Kp  |Hz       |2        |2        |0        |65535    |Writable |0736     |0        |18       |
X        |07-55    |0737H    |AUTO ACC/DEC Ki  |sec      |0.400    |0.400    |0.000    |65.535   |Writable |0737     |3        |786      |
X        |07-56    |0738H    |Reserved         |####     |100      |100      |0        |100      |Read-Only|0738     |0        |32776    |
X        |07-57    |0739H    |Reserved         |####     |1000     |1000     |0        |65535    |Read-Only|0739     |0        |32776    |
X        |07-58    |073AH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|073A     |0        |32776    |
X        |07-59    |073BH    |Reserved         |####     |60000    |60000    |0        |65535    |Read-Only|073B     |0        |32776    |
X        |07-60    |073CH    |Reserved         |####     |8        |8        |0        |65535    |Read-Only|073C     |0        |32776    |
X        |07-61    |073DH    |Reserved         |####     |5        |5        |0        |65535    |Read-Only|073D     |0        |32776    |
X        |07-62    |073EH    |dEb DEC Ikp      |####     |8000     |8000     |0        |65535    |Writable |073E     |0        |18       |
X        |07-63    |073FH    |Reserved         |####     |150      |150      |0        |65535    |Read-Only|073F     |0        |32776    |
X        |07-64    |0740H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0740     |0        |32776    |
X        |07-65    |0741H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0741     |0        |32776    |
X        |07-66    |0742H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0742     |0        |32776    |
X        |07-67    |0743H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0743     |0        |32776    |
X        |07-68    |0744H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0744     |0        |32776    |
X        |07-69    |0745H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0745     |0        |32776    |
X        |07-70    |0746H    |Reserved         |####     |10485    |10485    |0        |26214    |Read-Only|0746     |0        |32776    |
X        |07-71    |0747H    |M2 TQR COMP Gain |####     |1        |1        |0        |10       |Writable |0747     |0        |1043     |
X        |07-72    |0748H    |M2Slip COMP Gain |####     |0.00     |0.00     |0.00     |10.00    |Writable |0748     |2        |530      |
X        |07-73    |0749H    |M3 TQR COMP Gain |####     |1        |1        |0        |10       |Writable |0749     |0        |1043     |
X        |07-74    |074AH    |M3Slip COMP Gain |####     |0.00     |0.00     |0.00     |10.00    |Writable |074A     |2        |530      |
X        |07-75    |074BH    |M4 TQR COMP Gain |####     |1        |1        |0        |10       |Writable |074B     |0        |1043     |
X        |07-76    |074CH    |M4Slip COMP Gain |####     |0.00     |0.00     |0.00     |10.00    |Writable |074C     |2        |530      |
X        |*****    |*****    |8 - PID CONTROL  |*****    |*****    |*****    |*****    |*****    |*****    |*****    |*****    |         |
X        |08-00    |0800H    |PID FBK SEL      |####     |0        |0        |0        |8        |Writable |0800     |0        |8210     |
X        |08-01    |0801H    |P Gain of PID    |####     |1.0      |1.0      |0.0      |500.0    |Writable |0801     |1        |274      |
X        |08-02    |0802H    |I Gain of PID    |sec      |1.00     |1.00     |0.00     |100.00   |Writable |0802     |2        |530      |
X        |08-03    |0803H    |D Gain of PID    |####     |0.00     |0.00     |0.00     |1.00     |Writable |0803     |2        |530      |
X        |08-04    |0804H    |Up Limit for I   |%        |100.0    |100.0    |0.0      |100.0    |Writable |0804     |1        |274      |
X        |08-05    |0805H    |PID Out-Limit %  |%        |100.0    |100.0    |0.0      |100.0    |Writable |0805     |1        |274      |
X        |08-06    |0806H    |PID Fbk Value    |####     |0.00     |0.00     |-200.00  |200.00   |Read-Only|0806     |2        |1690     |
X        |08-07    |0807H    |PID Out-Filter   |sec      |0.0      |0.0      |0.0      |2.5      |Writable |0807     |1        |274      |
X        |08-08    |0808H    |FBK Detect Time  |sec      |0.0      |0.0      |0.0      |3600.0   |Writable |0808     |1        |274      |
X        |08-09    |0809H    |PID FBK Loss     |####     |0        |0        |0        |3        |Writable |0809     |0        |8210     |
X        |08-10    |080AH    |Sleep Point      |####     |0.00     |0.00     |0.00     |599.00   |Writable |080A     |2        |1555     |
X        |08-11    |080BH    |Wake Point       |####     |0.00     |0.00     |0.00     |599.00   |Writable |080B     |2        |1555     |
X        |08-12    |080CH    |Sleep Time       |sec      |0.0      |0.0      |0.0      |6000.0   |Writable |080C     |1        |274      |
X        |08-13    |080DH    |PID DEV. Level   |%        |10.0     |10.0     |1.0      |50.0     |Writable |080D     |1        |274      |
X        |08-14    |080EH    |PID DEV. Time    |sec      |5.0      |5.0      |0.1      |300.0    |Writable |080E     |1        |274      |
X        |08-15    |080FH    |PID FBK Filter   |sec      |5.0      |5.0      |0.1      |300.0    |Writable |080F     |1        |274      |
X        |08-16    |0810H    |PID Offset Way   |####     |0        |0        |0        |1        |Writable |0810     |0        |8210     |
X        |08-17    |0811H    |PID Offset       |%        |0.0      |0.0      |-100.0   |100.0    |Writable |0811     |1        |1426     |
X        |08-18    |0812H    |Source of Sleep  |####     |0        |0        |0        |1        |Writable |0812     |0        |8208     |
X        |08-19    |0813H    |I Limit for Wake |%        |50.0     |50.0     |0.0      |200.0    |Writable |0813     |1        |274      |
X        |08-20    |0814H    |PID Mode         |####     |0        |0        |0        |1        |Writable |0814     |0        |8208     |
X        |08-21    |0815H    |PID Reserve      |####     |0        |0        |0        |1        |Writable |0815     |0        |8208     |
X        |08-22    |0816H    |Wake Delay Time  |####     |0.00     |0.00     |0.00     |600.00   |Writable |0816     |2        |530      |
X        |08-23    |0817H    |PID CTRL BIT     |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |0817     |0        |1106     |
X        |08-24    |0818H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0818     |0        |32776    |
X        |08-25    |0819H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0819     |0        |32776    |
X        |08-26    |081AH    |PID Neg.OutLmit% |%        |100.0    |100.0    |0.0      |110.0    |Writable |081A     |1        |274      |
X        |08-27    |081BH    |PID Cmd ACC/DEC  |sec      |0.00     |0.00     |0.00     |655.35   |Writable |081B     |2        |530      |
X        |08-28    |081CH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|081C     |0        |32776    |
X        |08-29    |081DH    |PID Base SEL     |####     |0        |0        |0        |1        |Writable |081D     |0        |16       |
X        |*****    |*****    |9 - COMMUNICATION|*****    |*****    |*****    |*****    |*****    |*****    |*****    |*****    |         |
X        |09-00    |0900H    |VFD Comm Address |####     |1        |1        |1        |254      |Writable |0900     |0        |18       |
X        |09-01    |0901H    |MODBUS BaudRate  |bps      |9.6      |9.6      |4.8      |115.2    |Writable |0901     |1        |274      |
X        |09-02    |0902H    |MODBUS Fault Way |####     |3        |3        |0        |3        |Writable |0902     |0        |8210     |
X        |09-03    |0903H    |MODBUS Time Out  |sec      |0.0      |0.0      |0.0      |100.0    |Writable |0903     |1        |274      |
X        |09-04    |0904H    |MODBUS Protocol  |####     |1        |1        |1        |17       |Writable |0904     |0        |8210     |
X        |09-05    |0905H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0905     |0        |32776    |
X        |09-06    |0906H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0906     |0        |32776    |
X        |09-07    |0907H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0907     |0        |32776    |
X        |09-08    |0908H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0908     |0        |32776    |
X        |09-09    |0909H    |Response Delay T |ms       |2.0      |2.0      |0.0      |200.0    |Writable |0909     |1        |274      |
X        |09-10    |090AH    |Comm Main FREQ   |Hz       |60.00    |60.00    |0.00     |599.00   |Read-Only|090A     |2        |1561     |
X        |09-11    |090BH    |Block TRANS  1   |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |090B     |0        |82       |
X        |09-12    |090CH    |Block TRANS  2   |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |090C     |0        |82       |
X        |09-13    |090DH    |Block TRANS  3   |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |090D     |0        |82       |
X        |09-14    |090EH    |Block TRANS  4   |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |090E     |0        |82       |
X        |09-15    |090FH    |Block TRANS  5   |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |090F     |0        |82       |
X        |09-16    |0910H    |Block TRANS  6   |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |0910     |0        |82       |
X        |09-17    |0911H    |Block TRANS  7   |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |0911     |0        |82       |
X        |09-18    |0912H    |Block TRANS  8   |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |0912     |0        |82       |
X        |09-19    |0913H    |Block TRANS  9   |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |0913     |0        |82       |
X        |09-20    |0914H    |Block TRANS  10  |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |0914     |0        |82       |
X        |09-21    |0915H    |Block TRANS  11  |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |0915     |0        |82       |
X        |09-22    |0916H    |Block TRANS  12  |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |0916     |0        |82       |
X        |09-23    |0917H    |Block TRANS  13  |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |0917     |0        |82       |
X        |09-24    |0918H    |Block TRANS  14  |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |0918     |0        |82       |
X        |09-25    |0919H    |Block TRANS  15  |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |0919     |0        |82       |
X        |09-26    |091AH    |Block TRANS  16  |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |091A     |0        |82       |
X        |09-27    |091BH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|091B     |0        |32776    |
X        |09-28    |091CH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|091C     |0        |32776    |
X        |09-29    |091DH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|091D     |0        |32776    |
X        |09-30    |091EH    |Com Decode       |####     |1        |1        |0        |1        |Writable |091E     |0        |8208     |
X        |09-31    |091FH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|091F     |0        |32776    |
X        |09-32    |0920H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0920     |0        |32776    |
X        |09-33    |0921H    |PLC Cmd Force 0  |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |0921     |0        |82       |
X        |09-34    |0922H    |PLC Prog ID      |####     |0000H    |0000H    |0000H    |FFFFH    |Read-Only|0922     |0        |16456    |
X        |09-35    |0923H    |PLC Address      |####     |2        |2        |1        |254      |Writable |0923     |0        |16       |
X        |09-36    |0924H    |CANOp Slave Ads  |####     |0        |0        |0        |127      |Writable |0924     |0        |16       |
X        |09-37    |0925H    |CANOp Rate       |####     |0        |0        |0        |5        |Writable |0925     |0        |8208     |
X        |09-38    |0926H    |Reserved         |####     |100      |100      |0        |200      |Read-Only|0926     |0        |32776    |
X        |09-39    |0927H    |Canbus Warn      |####     |0        |0        |0        |65535    |Read-Only|0927     |0        |16408    |
X        |09-40    |0928H    |Use DS402 Decode |####     |1        |1        |0        |1        |Writable |0928     |0        |8208     |
X        |09-41    |0929H    |CANOp Com State  |####     |0        |0        |0        |5        |Read-Only|0929     |0        |24600    |
X        |09-42    |092AH    |CANOp MOT State  |####     |0        |0        |0        |14       |Read-Only|092A     |0        |24600    |
X        |09-43    |092BH    |RST CANOp IDX    |####     |65535    |65535    |0        |65535    |Writable |092B     |0        |1040     |
X        |09-44    |092CH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|092C     |0        |32776    |
X        |09-45    |092DH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|092D     |0        |32776    |
X        |09-46    |092EH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|092E     |0        |32776    |
X        |09-47    |092FH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|092F     |0        |32776    |
X        |09-48    |0930H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0930     |0        |32776    |
X        |09-49    |0931H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0931     |0        |32776    |
X        |09-50    |0932H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0932     |0        |32776    |
X        |09-51    |0933H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0933     |0        |32776    |
X        |09-52    |0934H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0934     |0        |32776    |
X        |09-53    |0935H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0935     |0        |32776    |
X        |09-54    |0936H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0936     |0        |32776    |
X        |09-55    |0937H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0937     |0        |32776    |
X        |09-56    |0938H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0938     |0        |32776    |
X        |09-57    |0939H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0939     |0        |32776    |
X        |09-58    |093AH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|093A     |0        |32776    |
X        |09-59    |093BH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|093B     |0        |32776    |
X        |09-60    |093CH    |C_Card Type      |####     |0        |0        |0        |8        |Read-Only|093C     |0        |24600    |
X        |09-61    |093DH    |C_Card Version   |####     |0        |0        |0        |65535    |Read-Only|093D     |0        |16408    |
X        |09-62    |093EH    |C_Card P Code    |####     |0        |0        |0        |65535    |Read-Only|093E     |0        |16408    |
X        |09-63    |093FH    |C_Card Err Code  |####     |0        |0        |0        |65535    |Read-Only|093F     |0        |16408    |
X        |09-64    |0940H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0940     |0        |32776    |
X        |09-65    |0941H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0941     |0        |32776    |
X        |09-66    |0942H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0942     |0        |32776    |
X        |09-67    |0943H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0943     |0        |32776    |
X        |09-68    |0944H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0944     |0        |32776    |
X        |09-69    |0945H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0945     |0        |32776    |
X        |09-70    |0946H    |C_Card ID ADS    |####     |1        |1        |0        |125      |Writable |0946     |0        |18       |
X        |09-71    |0947H    |C_Card Rate      |####     |2        |2        |0        |8        |Writable |0947     |0        |18       |
X        |09-72    |0948H    |C_Card Rate ESet |####     |0        |0        |0        |1        |Writable |0948     |0        |18       |
X        |09-73    |0949H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0949     |0        |32776    |
X        |09-74    |094AH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|094A     |0        |32776    |
X        |09-75    |094BH    |C_Card IP CONF   |####     |0        |0        |0        |1        |Writable |094B     |0        |18       |
X        |09-76    |094CH    |C_Card IP ADS1   |####     |0        |0        |0        |255      |Writable |094C     |0        |18       |
X        |09-77    |094DH    |C_Card IP ADS2   |####     |0        |0        |0        |255      |Writable |094D     |0        |18       |
X        |09-78    |094EH    |C_Card IP ADS3   |####     |0        |0        |0        |255      |Writable |094E     |0        |18       |
X        |09-79    |094FH    |C_Card IP ADS4   |####     |0        |0        |0        |255      |Writable |094F     |0        |18       |
X        |09-80    |0950H    |C_Card Mask ADS1 |####     |0        |0        |0        |255      |Writable |0950     |0        |18       |
X        |09-81    |0951H    |C_Card Mask ADS2 |####     |0        |0        |0        |255      |Writable |0951     |0        |18       |
